hour,lambda_system,system_net_injection_residual_mw
1,40.00000425450345,7.105427357601002e-15
2,40.00000105748819,-4.263256414560601e-14
3,40.000000697599546,1.4210854715202004e-14
4,40.000000624232484,-1.1368683772161603e-13
5,40.00000066947491,-1.4210854715202004e-14
6,40.00000173339542,7.105427357601002e-15
7,8453.878785445151,0.0
8,8453.878787131851,-5.684341886080802e-14
9,8453.878786071282,-2.842170943040401e-14
10,80.00000094911898,2.842170943040401e-14
11,79.99999833875806,-3.8191672047105385e-14
12,70.08768058234472,7.105427357601002e-15
13,70.08767986291723,-1.2789769243681803e-13
14,70.08767984275629,-5.684341886080802e-14
15,70.0876801686099,-5.684341886080802e-14
16,70.08768331804411,-2.842170943040401e-14
17,80.00000080604704,6.039613253960852e-14
18,80.00000105234209,-5.684341886080802e-14
19,80.0000106286262,0.0
20,80.00001242725976,-5.684341886080802e-14
21,80.00001173003902,5.684341886080802e-14
22,80.00000096742673,-5.684341886080802e-14
23,80.00000083150552,-2.842170943040401e-14
24,80.0000003201748,2.4868995751603507e-14
